refdate,pm10
2016-01-29,72.0000000
2016-01-30,100.0000000
2016-01-31,48.0000000
2016-02-01,48.0000000
2016-02-02,39.0000000
2016-02-03,43.0000000
2016-02-04,21.0000000
2016-02-05,36.0000000
2016-02-06,48.0000000
2016-02-07,41.0000000
2016-02-08,33.0000000
2016-02-09,37.0000000
2016-02-10,8.0000000
2016-02-11,21.0000000
2016-02-12,24.0000000
2016-02-13,37.0000000
2016-02-14,39.0000000
2016-02-15,34.0000000
2016-02-16,16.0000000
2016-02-19,32.0000000
2016-02-20,32.0000000
2016-02-21,27.0000000
2016-02-22,45.0000000
2016-02-23,63.0000000
2016-02-24,29.0000000
2016-02-25,24.0000000
2016-02-26,40.0000000
2016-02-27,20.0000000
2016-02-28,13.0000000
2016-02-29,12.0000000
2016-03-01,27.0000000
2016-03-02,21.0000000
2016-03-03,10.0000000
2016-03-04,22.0000000
2016-03-05,14.0000000
2016-03-06,31.0000000
2016-03-07,32.0000000
2016-03-08,17.0000000
2016-03-09,17.0000000
2016-03-10,32.0000000
2016-03-11,28.0000000
2016-03-12,29.0000000
2016-03-13,26.0000000
2016-03-14,24.0000000
2016-03-15,21.0000000
2016-03-16,20.0000000
2016-03-17,45.0000000
2016-03-18,32.0000000
2016-03-19,22.0000000
2016-03-20,14.0000000
2016-03-21,29.0000000
2016-03-22,32.0000000
2016-03-23,21.0000000
2016-03-24,21.0000000
2016-03-25,32.0000000
2016-03-26,39.0000000
2016-03-27,39.0000000
2016-03-28,24.0000000
2016-03-29,16.0000000
2016-03-30,17.0000000
2016-03-31,31.0000000
2016-04-01,42.0000000
2016-04-02,42.0000000
2016-04-03,26.0000000
2016-04-04,42.0000000
2016-04-05,43.0000000
2016-04-06,56.0000000
2016-04-07,47.0000000
2016-04-08,50.0000000
2016-04-09,21.0000000
2016-04-10,16.0000000
2016-04-11,18.0000000
2016-04-12,22.0000000
2016-04-13,21.0000000
2016-04-14,12.0000000
2016-04-15,12.0000000
2016-04-16,20.0000000
2016-04-17,24.0000000
2016-04-18,16.0000000
2016-04-19,17.0000000
2016-04-20,20.0000000
2016-04-21,27.0000000
2016-04-22,15.0000000
2016-04-23,7.0000000
2016-04-24,2.0000000
2016-04-25,4.0000000
2016-04-26,11.0000000
2016-04-27,20.0000000
2016-04-28,19.0000000
2016-04-29,20.0000000
2016-04-30,20.0000000
2016-05-01,11.0000000
2016-05-02,13.0000000
2016-05-05,14.0000000
2016-05-06,19.0000000
2016-05-07,19.0000000
2016-05-08,18.0000000
2016-05-09,29.0000000
2016-05-10,44.0000000
2016-05-11,28.0000000
2016-05-12,6.0000000
2016-05-13,10.0000000
2016-05-14,16.0000000
2016-05-15,15.0000000
2016-05-16,16.0000000
2016-05-17,17.0000000
2016-05-19,15.0000000
2016-05-20,15.0000000
2016-05-21,15.0000000
2016-05-22,10.0000000
2016-05-23,13.0000000
2016-05-24,7.0000000
2016-05-25,14.0000000
2016-05-26,20.0000000
2016-05-27,24.0000000
2016-05-28,25.0000000
2016-05-29,22.0000000
2016-05-30,14.0000000
2016-05-31,13.0000000
2016-06-01,9.0000000
2016-06-02,12.0000000
2016-06-03,12.0000000
2016-06-04,14.0000000
2016-06-05,13.0000000
2016-06-06,13.0000000
2016-06-07,18.0000000
2016-06-08,25.0000000
2016-06-09,15.0000000
2016-06-10,14.0000000
2016-06-11,10.0000000
2016-06-12,6.0000000
2016-06-13,9.0000000
2016-06-14,11.0000000
2016-06-15,10.0000000
2016-06-16,18.0000000
2016-06-18,16.0000000
2016-06-19,15.0000000
2016-06-20,15.0000000
2016-06-21,13.0000000
2016-06-22,17.0000000
2016-06-23,25.0000000
2016-06-24,35.0000000
2016-06-25,27.0000000
2016-06-26,17.0000000
2016-06-27,19.0000000
2016-06-28,20.0000000
2016-06-29,21.0000000
2016-06-30,18.0000000
2016-07-01,20.0000000
2016-07-02,24.0000000
2016-07-03,22.0000000
2016-07-04,17.0000000
2016-07-05,24.0000000
2016-07-06,25.0000000
2016-07-07,26.0000000
2016-07-08,21.0000000
2016-07-09,26.0000000
2016-07-10,27.0000000
2016-07-11,22.0000000
2016-07-12,20.0000000
2016-07-13,19.0000000
2016-07-14,10.0000000
2016-07-15,15.0000000
2016-07-16,14.0000000
2016-07-17,15.0000000
2016-07-18,21.0000000
2016-07-19,22.0000000
2016-07-20,26.0000000
2016-07-21,23.0000000
2016-07-22,23.0000000
2016-07-23,28.0000000
2016-07-24,22.0000000
2016-07-25,27.0000000
2016-07-26,26.0000000
2016-07-27,25.0000000
2016-07-28,14.0000000
2016-07-29,21.0000000
2016-07-30,22.0000000
2016-07-31,19.0000000
2016-08-01,13.0000000
2016-08-02,16.0000000
2016-08-03,22.0000000
2016-08-04,21.0000000
2016-08-05,14.0000000
2016-08-06,11.0000000
2016-08-07,13.0000000
2016-08-08,17.0000000
2016-08-09,19.0000000
2016-08-10,9.0000000
2016-08-11,8.0000000
2016-08-12,14.0000000
2016-08-13,16.0000000
2016-08-14,15.0000000
2016-08-15,10.0000000
2016-08-18,18.0000000
2016-08-19,21.0000000
2016-08-20,24.0000000
2016-08-21,24.0000000
2016-08-22,14.0000000
2016-08-23,16.0000000
2016-08-24,17.0000000
2016-08-25,22.0000000
2016-08-26,20.0000000
2016-08-27,20.0000000
2016-08-28,19.0000000
2016-08-29,24.0000000
2016-08-30,25.0000000
2016-08-31,24.0000000
2016-09-01,25.0000000
2016-09-02,24.0000000
2016-09-03,26.0000000
2016-09-04,22.0000000
2016-09-05,27.0000000
2016-09-06,20.0000000
2016-09-07,21.0000000
2016-09-08,30.0000000
2016-09-09,30.0000000
2016-09-10,30.0000000
2016-09-11,30.0000000
2016-09-12,41.0000000
2016-09-14,32.0000000
2016-09-15,37.0000000
2016-09-16,26.0000000
2016-09-17,28.0000000
2016-09-18,15.0000000
2016-09-19,14.0000000
2016-09-20,18.0000000
2016-09-21,17.0000000
2016-09-22,30.0000000
2016-09-23,24.0000000
2016-09-24,22.0000000
2016-09-25,16.0000000
2016-09-26,24.0000000
2016-09-27,27.0000000
2016-09-28,37.0000000
2016-09-29,34.0000000
2016-09-30,18.0000000
2016-10-01,16.0000000
2016-10-02,25.0000000
2016-10-03,22.0000000
2016-10-04,21.0000000
2016-10-05,20.0000000
2016-10-06,15.0000000
2016-10-07,25.0000000
2016-10-08,24.0000000
2016-10-09,16.0000000
2016-10-10,22.0000000
2016-10-11,19.0000000
2016-10-12,27.0000000
2016-10-13,44.0000000
2016-10-14,18.0000000
2016-10-15,26.0000000
2016-10-16,31.0000000
2016-10-17,44.0000000
2016-10-18,49.0000000
2016-10-19,50.0000000
2016-10-20,19.0000000
2016-10-21,25.0000000
2016-10-22,29.0000000
2016-10-23,40.0000000
2016-10-24,37.0000000
2016-10-25,50.0000000
2016-10-26,47.0000000
2016-10-27,29.0000000
2016-10-28,34.0000000
2016-10-29,49.0000000
2016-10-30,58.0000000
2016-10-31,76.0000000
2016-11-01,61.0000000
2016-11-02,60.0000000
2016-11-03,74.0000000
2016-11-04,24.0000000
2016-11-05,22.0000000
2016-11-06,20.0000000
2016-11-07,16.0000000
2016-11-08,28.0000000
2016-11-09,38.0000000
2016-11-10,52.0000000
2016-11-11,54.0000000
2016-11-12,30.0000000
2016-11-13,31.0000000
2016-11-14,28.0000000
2016-11-15,43.0000000
2016-11-17,69.0000000
2016-11-18,90.0000000
2016-11-19,96.0000000
2016-11-20,42.0000000
2016-11-21,52.0000000
2016-11-22,33.0000000
2016-11-23,46.0000000
2016-11-24,42.0000000
2016-11-25,39.0000000
2016-11-26,28.0000000
2016-11-27,17.0000000
2016-11-28,21.0000000
2016-11-29,19.0000000
2016-11-30,27.0000000
2016-12-01,37.0000000
2016-12-02,50.0000000
2016-12-03,50.0000000
2016-12-04,57.0000000
2016-12-05,66.0000000
2016-12-06,80.0000000
2016-12-07,46.0000000
2016-12-08,42.0000000
2016-12-09,49.0000000
2016-12-10,45.0000000
2016-12-11,48.0000000
2016-12-12,44.0000000
2016-12-13,29.0000000
2016-12-14,39.0000000
2016-12-15,37.0000000
2016-12-16,49.0000000
2016-12-17,40.0000000
2016-12-18,36.0000000
2016-12-19,45.0000000
2016-12-20,41.0000000
2016-12-21,46.0000000
2016-12-22,39.0000000
2016-12-23,42.0000000
2016-12-24,40.0000000
2016-12-25,35.0000000
2016-12-26,44.0000000
2016-12-27,40.0000000
2016-12-28,42.0000000
2016-12-29,50.0000000
2016-12-30,51.0000000
2016-12-31,47.0000000
